calibration_type,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31
spe,0.9877095510929385,1.0006233875606323,1.0054167102879226,1.0128017384362424,0.994865064196766,0.9643571894365518,0.9844498912614323,1.004443249057017,1.0134646399926583,1.0008112026987253,1.0144070880343699,1.022096253659786,1.001729391284311,0.971816365575978,1.0149511424144395,1.0191613457927289,1.0238134923535824,1.0001654817661592,1.0117804157527617,0.9933037155707702,0.9869999239887237,0.9945431694867876,0.9787745194032369,0.9941379339279163,1.0481353036296657,0.9878067487492914,1.0074713693452142,0.9974950696234923,0.9948554267547567,1.003520688801582,0.9993472721606385,0.9874845102840013
src,0.9848882283576715,0.9825157517609474,0.9829749197814002,1.018976712468684,1.008681413409249,0.9959540253048229,0.9836040602058861,1.0224426238187831,1.0219801936497146,0.9984062521323045,1.0483228221318466,0.9929280184976198,1.0109623206687197,1.0157654238042564,0.9762463569454732,1.0098515035880338,1.0172468189671144,0.9875409031362486,1.0252279422948465,1.0069889692853609,0.9863567719653945,1.039127899638201,0.981655797635429,1.0001431731434165,1.0379475712851627,0.998707766502795,1.0108554319947167,1.0052975631054248,1.0160266963973374,0.983184632249247,0.9775276848147493,0.9830979373516717
pe,0.9971435704634576,0.9819036452427635,0.977679115259487,1.0060969228212182,1.0138876614625503,1.032764660454009,0.9991408084219884,1.0179197528368717,1.008402418121976,0.9975969987546744,1.033434046841289,0.9714623402074664,1.0092169896029217,1.0452236243235424,0.9618653708030788,0.9908651929911513,0.9935860648101323,0.9873775101620013,1.013290953583125,1.0137775118526833,0.9993483768258765,1.0448293563510374,1.0029437609736191,1.006040649904358,0.9902801362484184,1.0110355773204687,1.0033589665696425,1.0078220872659327,1.0212807500197711,0.9797352891880878,0.9781661610996204,0.9955578311491002
spe_err,0.003471759483430252,0.0039247906618174715,0.004226080130853195,0.008300129329753672,0.004263252365293083,0.0044708780875734625,0.004913329295149288,0.006750100259196539,0.004206736524683423,0.004650355938352925,0.004388228592075135,0.00883009247700994,0.00448946098121331,0.004846521474334094,0.005218799441424461,0.00683065381669196,0.004138631343800539,0.003737868927546975,0.0038251623725213536,0.003479136187311892,0.003548246874892051,0.0033436516530153198,0.0032626131348190584,0.0033502918276295157,0.005765332438275626,0.0038038113238356448,0.00453010031567709,0.0035100669586528017,0.003689069495981833,0.0036680191314293967,0.003519230541898035,0.003259067891424995
src_err,0.003471759483430252,0.0039247906618174715,0.004226080130853195,0.008300129329753672,0.004263252365293083,0.0044708780875734625,0.004913329295149288,0.006750100259196539,0.004206736524683423,0.004650355938352925,0.004388228592075135,0.00883009247700994,0.00448946098121331,0.004846521474334094,0.005218799441424461,0.00683065381669196,0.004138631343800539,0.003737868927546975,0.0038251623725213536,0.003479136187311892,0.003548246874892051,0.0033436516530153198,0.0032626131348190584,0.0033502918276295157,0.005765332438275626,0.0038038113238356448,0.00453010031567709,0.0035100669586528017,0.003689069495981833,0.0036680191314293967,0.003519230541898035,0.003259067891424995
pe_err,0.00496380954683346,0.005497072816649248,0.005878413296876067,0.011625170762323502,0.0061024949760896405,0.006664743141661898,0.0070552219911805165,0.009589386793693106,0.005894897390993849,0.006563375178216828,0.006220864722876147,0.012044601577171504,0.006367371636439563,0.007214028940055848,0.007134469803443547,0.009435192372294812,0.0056984682520643155,0.005252019608843659,0.005382259262153135,0.00498765059666904,0.005082415998187708,0.004862322970139181,0.004721034259034127,0.004780382991988626,0.0077412553810739864,0.005475934853944938,0.006369707546698866,0.004995950983478791,0.005300203860942014,0.005117055640655112,0.004926125927213879,0.004657078000377068
